Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Year,Customer_Month,Customer_Day,Days_As_Customer,Marital_Status_Clean,Education_Level,Total_Spending,Avg_Spending_Per_Category,Spending_Per_Capita,Total_Purchases,Online_Purchase_Ratio,Deal_Purchase_Ratio,Spending_Per_Purchase,Total_Campaigns_Accepted,Campaign_Success_Rate,Has_Accepted_Any_Campaign,Is_Loyal_Responder,CLV_Score,Income_Per_Capita,Spending_to_Income_Ratio,Engagement_Score,Cluster,Cluster_Name
1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,80,2012,8,31,5008,Partnered,3,317,52.833333333333336,317.0,13,0.2857142857142857,0.14285714285714285,22.642857142857142,0,0.0,0,0,50.876543209876544,37760.0,0.8394904795953497,4.333333333333333,3,Budget Conscious
1949,Master,Married,76995.0,0,1,2013-03-28,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,77,2013,3,28,4799,Married,4,1782,297.0,891.0,26,0.4074074074074074,0.07407407407407407,66.0,1,0.2,1,0,594.0,38497.5,2.3144059431658786,1.4130434782608696,1,Premium Spenders
1985,2n Cycle,Single,33812.0,1,0,2012-11-03,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,41,2012,11,3,4944,Single,2,133,22.166666666666668,66.5,8,0.2222222222222222,0.2222222222222222,14.777777777777779,0,0.0,0,0,25.333333333333332,16906.0,0.3933398397066217,0.5517241379310345,3,Budget Conscious
1982,Graduation,Married,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,44,2012,8,8,5031,Married,3,316,52.666666666666664,316.0,12,0.3076923076923077,0.07692307692307693,24.307692307692307,0,0.0,0,0,84.26666666666667,37040.0,0.8531087173672416,2.2857142857142856,3,Budget Conscious
1979,Graduation,Married,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,47,2013,1,6,4880,Married,3,1730,288.3333333333333,865.0,43,0.0,0.3409090909090909,39.31818181818182,0,0.0,0,0,1549.7916666666667,1223.5,70.66993464052288,1.0,3,Budget Conscious
1949,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,77,2012,12,23,4894,Married,5,972,162.0,486.0,17,0.1111111111111111,0.16666666666666666,54.0,1,0.2,1,0,211.84615384615384,29303.5,1.6584766584766584,2.125,1,Premium Spenders
1954,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,72,2014,1,11,4510,Married,5,544,90.66666666666667,272.0,20,0.2857142857142857,0.14285714285714285,25.904761904761905,0,0.0,0,0,149.04109589041096,32662.0,0.8327592805204744,80.0,0,Middle Class Shoppers
1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,75,2013,3,18,4809,Partnered,3,444,74.0,222.0,20,0.3333333333333333,0.3333333333333333,21.142857142857142,0,0.0,0,0,116.84210526315789,20344.5,1.0911771934136152,2.2857142857142856,0,Middle Class Shoppers
1969,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,57,2013,1,2,4884,Single,3,75,12.5,75.0,8,0.2222222222222222,0.2222222222222222,8.333333333333334,0,0.0,0,0,10.344827586206897,18589.0,0.4034427111350188,0.6222222222222222,3,Budget Conscious
1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,50,2013,5,27,4739,Married,3,257,42.833333333333336,85.66666666666667,14,0.3333333333333333,0.26666666666666666,17.133333333333333,0,0.0,0,0,70.54901960784314,17786.333333333332,0.48163418290854576,19.6,0,Middle Class Shoppers
1986,Graduation,Single,51381.5,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,40,2013,2,20,4835,Single,3,637,106.16666666666667,318.5,27,0.9642857142857143,0.0,22.75,0,0.0,0,0,419.4878048780488,25690.75,1.2397216951296648,1.35,0,Middle Class Shoppers
1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,37,2013,5,31,4735,Married,3,131,21.833333333333332,65.5,9,0.2,0.2,13.1,0,0.0,0,0,31.026315789473685,19180.0,0.3414926618179922,1.0,3,Budget Conscious
1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,61,2013,11,22,4560,Married,5,1672,278.6666666666667,1672.0,26,0.2222222222222222,0.037037037037037035,61.925925925925924,1,0.2,1,0,701.1612903225806,84618.0,1.9759155745163615,0.5360824742268041,2,Ultra Premium
1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,37,2014,5,22,4379,Divorced,4,30,5.0,30.0,8,0.3333333333333333,0.2222222222222222,3.3333333333333335,0,0.0,0,0,6.315789473684211,10979.0,0.273224043715847,1.1428571428571428,3,Budget Conscious
1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,63,2013,5,11,4755,Partnered,4,318,53.0,318.0,11,0.16666666666666666,0.08333333333333333,26.5,0,0.0,0,0,54.65625,38620.0,0.8233862406462806,0.5789473684210527,3,Budget Conscious
1970,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,56,2012,10,10,4968,Partnered,3,120,20.0,60.0,9,0.2,0.2,12.0,1,0.2,1,0,18.94736842105263,20274.0,0.2959382475523441,1.40625,3,Budget Conscious
1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,74,2012,10,29,4949,Divorced,5,302,50.333333333333336,100.66666666666667,17,0.2222222222222222,0.3333333333333333,16.77777777777778,0,0.0,0,0,68.45333333333333,15536.666666666666,0.6479157280470276,11.333333333333334,0,Middle Class Shoppers
1946,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,80,2013,2,20,4835,Married,4,1196,199.33333333333334,1196.0,18,0.15789473684210525,0.05263157894736842,62.94736842105263,0,0.0,0,0,265.77777777777777,68657.0,1.7419674327827785,25.2,1,Premium Spenders
1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,75,2013,8,29,4645,Single,4,65,10.833333333333334,21.666666666666668,6,0.2857142857142857,0.14285714285714285,9.285714285714286,0,0.0,0,0,5.131578947368421,16463.0,0.13160558817574408,0.75,0,Middle Class Shoppers
1970,PhD,Married,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,56,2013,12,31,4521,Married,5,913,152.16666666666666,456.5,28,0.1724137931034483,0.1724137931034483,31.482758620689655,0,0.0,0,0,448.49122807017545,33676.5,1.355524541972266,1.4736842105263157,1,Premium Spenders
1976,2n Cycle,Married,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,50,2013,9,2,4641,Married,2,81,13.5,40.5,9,0.3,0.3,8.1,0,0.0,0,0,14.294117647058824,11859.0,0.3414983768287027,0.8181818181818182,3,Budget Conscious
1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,53,2014,2,11,4479,Widowed,3,67,11.166666666666666,33.5,7,0.125,0.25,8.375,0,0.0,0,0,8.685185185185185,21214.5,0.15790714117369786,0.35,3,Budget Conscious
1943,PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,83,2013,2,1,4854,Divorced,5,902,150.33333333333334,902.0,24,0.28,0.08,36.08,1,0.2,1,0,257.7142857142857,48948.0,1.8427342744489161,2.6666666666666665,1,Premium Spenders
1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,46,2013,4,29,4767,Married,3,1395,232.5,697.5,21,0.36363636363636365,0.09090909090909091,63.40909090909091,0,0.0,0,0,623.2978723404256,40005.5,1.7434884767284906,21.0,1,Premium Spenders
1985,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,41,2013,3,12,4815,Married,4,53,8.833333333333334,26.5,7,0.25,0.25,6.625,0,0.0,0,0,8.833333333333334,10279.5,0.25778210116731515,0.6292134831460674,3,Budget Conscious
1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,69,2012,12,24,4893,Partnered,3,22,3.6666666666666665,11.0,4,0.0,0.2,4.4,0,0.0,0,0,1.2571428571428571,10997.0,0.10002273243919073,4.0,3,Budget Conscious
1959,PhD,Single,51381.5,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,67,2013,11,5,4577,Single,5,186,31.0,186.0,9,0.1,0.1,18.6,0,0.0,0,0,24.61764705882353,51381.5,0.36199095022624433,0.2222222222222222,0,Middle Class Shoppers
1975,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,51,2013,10,2,4611,Married,4,31,5.166666666666667,15.5,8,0.2222222222222222,0.3333333333333333,3.4444444444444446,0,0.0,0,0,4.769230769230769,3750.0,0.41327822956939075,2.0,3,Budget Conscious
1976,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,50,2014,6,28,4342,Single,3,984,164.0,984.0,16,0.11764705882352941,0.058823529411764705,57.88235294117647,0,0.0,0,0,308.70588235294116,79941.0,1.230892396987816,0.2191780821917808,1,Premium Spenders
1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,30,2012,11,9,4938,Married,2,122,20.333333333333332,122.0,10,0.2727272727272727,0.2727272727272727,11.090909090909092,0,0.0,0,0,39.354838709677416,7500.0,1.6264498066924409,3.6,3,Budget Conscious
1968,Graduation,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,58,2013,5,24,4742,Partnered,3,55,9.166666666666666,27.5,5,0.3333333333333333,0.16666666666666666,9.166666666666666,0,0.0,0,0,4.661016949152542,20864.0,0.13180282297682666,0.5376344086021505,3,Budget Conscious
1951,Graduation,Single,51381.5,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,75,2014,1,1,4520,Single,3,124,20.666666666666668,31.0,10,0.18181818181818182,0.2727272727272727,11.272727272727273,0,0.0,0,0,16.31578947368421,12845.375,0.24132730015082957,0.6185567010309279,0,Middle Class Shoppers
1954,PhD,Married,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,72,2012,11,8,4939,Married,5,1319,219.83333333333334,439.6666666666667,28,0.1724137931034483,0.3103448275862069,45.48275862068966,0,0.0,0,0,505.9178082191781,24183.333333333332,1.8180314537359927,5.6,1,Premium Spenders
1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,69,2014,5,12,4389,Widowed,3,507,84.5,253.5,17,0.2222222222222222,0.05555555555555555,28.166666666666668,0,0.0,0,0,123.12857142857143,32743.0,0.7741994594346969,1.1333333333333333,0,Middle Class Shoppers
1964,Master,Married,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,62,2012,8,11,5028,Married,4,1693,282.1666666666667,1693.0,29,0.2,0.03333333333333333,56.43333333333333,0,0.0,0,0,779.3174603174604,79143.0,2.1391387849994947,29.0,2,Ultra Premium
1977,Graduation,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,49,2013,1,2,4884,Single,3,72,12.0,36.0,7,0.25,0.25,9.0,0,0.0,0,0,10.08,17895.0,0.20116789136933863,0.8909090909090909,3,Budget Conscious
1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,49,2014,6,7,4363,Divorced,3,1617,269.5,1617.0,21,0.18181818181818182,0.045454545454545456,73.5,2,0.4,1,1,679.14,82582.0,1.9580301030478426,0.38181818181818183,2,Ultra Premium
1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,48,2013,6,12,4723,Married,3,606,101.0,202.0,23,0.16666666666666666,0.2916666666666667,25.25,0,0.0,0,0,284.44897959183675,22124.333333333332,0.9130081055835116,1.1896551724137931,0,Middle Class Shoppers
1955,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,71,2012,11,19,4928,Partnered,4,1957,326.1666666666667,1957.0,27,0.10714285714285714,0.03571428571428571,69.89285714285714,1,0.2,1,0,733.875,82384.0,2.375432420950416,0.48214285714285715,2,Ultra Premium
1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,60,2013,4,2,4794,Divorced,3,1093,182.16666666666666,1093.0,21,0.22727272727272727,0.045454545454545456,49.68181818181818,0,0.0,0,0,376.27868852459017,70287.0,1.5550307307079445,2.032258064516129,1,Premium Spenders
1988,Graduation,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,38,2014,4,28,4403,Single,3,29,4.833333333333333,14.5,6,0.14285714285714285,0.14285714285714285,4.142857142857143,0,0.0,0,0,4.461538461538462,13969.0,0.10379755896775117,0.5625,3,Budget Conscious
1982,Graduation,Single,51381.5,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,44,2013,6,17,4718,Single,3,46,7.666666666666667,23.0,7,0.25,0.25,5.75,0,0.0,0,0,7.155555555555556,25690.75,0.08952464360434,0.7241379310344828,0,Middle Class Shoppers
1968,PhD,Married,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,58,2014,3,3,4459,Married,5,518,86.33333333333333,259.0,19,0.4,0.15,25.9,0,0.0,0,0,166.8135593220339,27977.0,0.9257439013492985,2.078125,0,Middle Class Shoppers
1982,Master,Single,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,44,2013,7,4,4701,Single,4,1438,239.66666666666666,1438.0,21,0.13636363636363635,0.045454545454545456,65.36363636363636,2,0.4,1,1,671.0666666666667,75777.0,1.8976483939929796,1.6153846153846154,2,Ultra Premium
1975,Graduation,Together,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,51,2012,9,7,5001,Partnered,3,612,102.0,204.0,22,0.17391304347826086,0.17391304347826086,26.608695652173914,0,0.0,0,0,258.9230769230769,22217.666666666668,0.9181744531460978,3.473684210526316,0,Middle Class Shoppers
1952,Graduation,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,74,2013,2,18,4837,Single,3,884,147.33333333333334,442.0,24,0.32,0.16,35.36,0,0.0,0,0,282.88,30911.5,1.429865424430642,6.222222222222222,1,Premium Spenders
1951,PhD,Widow,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,75,2013,6,11,4724,Widowed,5,606,101.0,303.0,19,0.35,0.05,30.3,0,0.0,0,0,151.5,33840.0,0.895376841358727,10.555555555555555,0,Middle Class Shoppers
1948,Graduation,Together,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,78,2013,12,6,4546,Partnered,3,1076,179.33333333333334,1076.0,16,0.4117647058823529,0.058823529411764705,63.294117647058826,0,0.0,0,0,217.9240506329114,70666.0,1.5226343271965699,2.1333333333333333,1,Premium Spenders
1971,Graduation,Married,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,55,2013,5,21,4745,Married,3,34,5.666666666666667,17.0,5,0.16666666666666666,0.16666666666666666,5.666666666666667,0,0.0,0,0,3.0357142857142856,12860.5,0.13218256745198662,0.4605263157894737,3,Budget Conscious
1967,Graduation,Together,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,59,2014,5,11,4390,Partnered,3,11,1.8333333333333333,3.6666666666666665,4,0.2,0.2,2.2,0,0.0,0,0,0.7333333333333333,10824.666666666666,0.03387220939183988,28.0,3,Budget Conscious
1979,2n Cycle,Single,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,47,2014,3,19,4443,Single,2,1274,212.33333333333334,637.0,32,0.3333333333333333,0.030303030303030304,38.60606060606061,2,0.4,1,1,849.3333333333334,44097.0,1.4445263336923861,8.0,1,Premium Spenders
1958,Graduation,Together,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,68,2013,9,27,4616,Partnered,3,653,108.83333333333333,326.5,18,0.2631578947368421,0.05263157894736842,34.36842105263158,0,0.0,0,0,170.34782608695653,34548.0,0.9450482654818588,14.4,0,Middle Class Shoppers
1970,Graduation,Together,74854.0,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,56,2013,4,8,4788,Partnered,3,1562,260.3333333333333,390.5,19,0.1,0.35,78.1,0,0.0,0,0,520.6666666666666,18713.5,2.0867009551800146,1.043956043956044,1,Premium Spenders
1954,Master,Married,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,72,2012,9,11,4997,Married,4,1253,208.83333333333334,1253.0,21,0.18181818181818182,0.13636363636363635,56.95454545454545,0,0.0,0,0,360.45205479452056,66991.0,1.8703725818008121,31.5,1,Premium Spenders
1973,2n Cycle,Married,51381.5,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,53,2012,9,14,4994,Married,2,109,18.166666666666668,54.5,9,0.3,0.3,10.9,0,0.0,0,0,18.166666666666668,25690.75,0.21213448158419693,2.769230769230769,0,Middle Class Shoppers
1959,Graduation,Married,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,67,2013,3,17,4810,Married,3,863,143.83333333333334,431.5,30,0.3225806451612903,0.12903225806451613,27.838709677419356,0,0.0,0,0,380.7352941176471,32515.5,1.3270389961864928,7.0,1,Premium Spenders
1975,PhD,Married,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,51,2013,4,5,4791,Married,5,661,110.16666666666667,220.33333333333334,24,0.36,0.2,26.44,1,0.2,1,0,305.0769230769231,20210.333333333332,1.0901834015041563,1.8876404494382022,0,Middle Class Shoppers
1952,Graduation,Married,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,74,2014,4,30,4401,Married,3,65,10.833333333333334,65.0,8,0.2222222222222222,0.1111111111111111,7.222222222222222,0,0.0,0,0,6.933333333333334,28332.0,0.22941446369957294,0.2711864406779661,3,Budget Conscious
1977,Graduation,Divorced,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,49,2012,12,19,4898,Divorced,3,13,2.1666666666666665,6.5,4,0.2,0.2,2.6,0,0.0,0,0,1.04,20123.0,0.0323005441399359,0.34782608695652173,3,Budget Conscious
1972,Master,Married,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,54,2012,8,27,5012,Married,4,1890,315.0,1890.0,19,0.35,0.05,94.5,0,0.0,0,0,652.9090909090909,75251.0,2.51156115452081,2.7142857142857144,2,Ultra Premium
